id,title,halId,authIdHalFullName,docType,producedDate,fileMain,files,citationRef,label_bibtex,proceedings,popularLevel,invitedCommunication,peerReviewing,researchData,audience,doiId,softCodeRepository,arxivId,anrProjectTitle,europeanProjectTitle,publicationDate,teams,authors,keywords,keywords_lastig
85,Modélisation des données ouvertes au service des ODD : application aux événements sportifs en ville,hal-04601853,"[{""fullName"":""Wissal Benjira"",""idHal"":""""},{""fullName"":""Faten Atigui"",""idHal"":""faten-atigui""},{""fullName"":""Bénédicte Bucher"",""idHal"":""benedicte-bucher""},{""fullName"":""Malika Grim-Yefsah"",""idHal"":""malika-grim""},{""fullName"":""Nicolas Travers"",""idHal"":""""}]",COMM,2024,https://hal.science/hal-04601853/document,https://hal.science/hal-04601853/file/1002923.pdf,"<i>EGC</i>, Jan 2024, Dijon, France. pp. 255-262",QGlucHJvY2VlZGluZ3N7YmVuamlyYTpoYWwtMDQ2MDE4NTMsCiAgVElUTEUgPSB7e01vZHtcJ2V9bGlzYXRpb24gZGVzIGRvbm57XCdlfWVzIG91dmVydGVzIGF1IHNlcnZpY2UgZGVzIE9ERCA6IGFwcGxpY2F0aW9uIGF1eCB7XCdlfXZ7XCdlfW5lbWVudHMgc3BvcnRpZnMgZW4gdmlsbGV9fSwKICBBVVRIT1IgPSB7QmVuamlyYSwgV2lzc2FsIGFuZCBBdGlndWksIEZhdGVuIGFuZCBCdWNoZXIsIEJ7XCdlfW57XCdlfWRpY3RlIGFuZCBHcmltLVllZnNhaCwgTWFsaWthIGFuZCBUcmF2ZXJzLCBOaWNvbGFzfSwKICBVUkwgPSB7aHR0cHM6Ly9oYWwuc2NpZW5jZS9oYWwtMDQ2MDE4NTN9LAogIEJPT0tUSVRMRSA9IHt7RUdDIDIwMjQuIFJldnVlIGRlcyBOb3V2ZWxsZXMgVGVjaG5vbG9naWVzIGRlIGwnSW5mb3JtYXRpb24sIHZvbC4gUk5USS1FLTQwfX0sCiAgQUREUkVTUyA9IHtEaWpvbiwgRnJhbmNlfSwKICBQVUJMSVNIRVIgPSB7e0VkaXRpb25zIFJOVEl9fSwKICBTRVJJRVMgPSB7RXh0cmFjdGlvbiBldCBHZXN0aW9uIGRlcyBDb25uYWlzc2FuY2VzfSwKICBWT0xVTUUgPSB7NDB9LAogIFBBR0VTID0ge3BwLiAyNTUtMjYyfSwKICBZRUFSID0gezIwMjR9LAogIE1PTlRIID0gSmFuLAogIFBERiA9IHtodHRwczovL2hhbC5zY2llbmNlL2hhbC0wNDYwMTg1M3YxL2ZpbGUvMTAwMjkyMy5wZGZ9LAogIEhBTF9JRCA9IHtoYWwtMDQ2MDE4NTN9LAogIEhBTF9WRVJTSU9OID0ge3YxfSwKfQo=,1,0,0,1,,3,,,,,,2024,MEIG,"9,22,59",,
86,Ontologie et méthodologie de peuplement d’un graphe de connaissances géo-historique d’adresses,hal-04601077,"[{""fullName"":""Charly Bernard"",""idHal"":""charly-bernard""},{""fullName"":""Nathalie Abadie"",""idHal"":""nathalie-abadie""},{""fullName"":""Julien Perret"",""idHal"":""julienperret""},{""fullName"":""Bertrand Duménieu"",""idHal"":""bertrand-dumenieu""}]",POSTER,2024,https://hal.science/hal-04601077/document,https://hal.science/hal-04601077/file/Poster%20Madics%202024%20Charly%20Bernard.pdf,"<i>Symposium MaDICS</i>, May 2024, Blois, France. 2024",QG1pc2N7YmVybmFyZDpoYWwtMDQ2MDEwNzcsCiAgVElUTEUgPSB7e09udG9sb2dpZSBldCBte1wnZX10aG9kb2xvZ2llIGRlIHBldXBsZW1lbnQgZCd1biBncmFwaGUgZGUgY29ubmFpc3NhbmNlcyBne1wnZX1vLWhpc3RvcmlxdWUgZCdhZHJlc3Nlc319LAogIEFVVEhPUiA9IHtCZXJuYXJkLCBDaGFybHkgYW5kIEFiYWRpZSwgTmF0aGFsaWUgYW5kIFBlcnJldCwgSnVsaWVuIGFuZCBEdW17XCdlfW5pZXUsIEJlcnRyYW5kfSwKICBVUkwgPSB7aHR0cHM6Ly9oYWwuc2NpZW5jZS9oYWwtMDQ2MDEwNzd9LAogIE5PVEUgPSB7UG9zdGVyfSwKICBIT1dQVUJMSVNIRUQgPSB7e1N5bXBvc2l1bSBNYURJQ1N9fSwKICBPUkdBTklaQVRJT04gPSB7e0dEUiBNYURJQ1N9fSwKICBZRUFSID0gezIwMjR9LAogIE1PTlRIID0gTWF5LAogIEtFWVdPUkRTID0ge2dyYXBoZSBkZSBjb25uYWlzc2FuY2VzIDsgYWRyZXNzZXMgOyBodW1hbml0e1wnZX1zIG51bXtcJ2V9cmlxdWVzfSwKICBQREYgPSB7aHR0cHM6Ly9oYWwuc2NpZW5jZS9oYWwtMDQ2MDEwNzd2MS9maWxlL1Bvc3RlciUyME1hZGljcyUyMDIwMjQlMjBDaGFybHklMjBCZXJuYXJkLnBkZn0sCiAgSEFMX0lEID0ge2hhbC0wNDYwMTA3N30sCiAgSEFMX1ZFUlNJT04gPSB7djF9LAp9Cg==,0,0,0,1,,3,,,,,,2024-05-29,STRUDEL,"11,1,103,45","Graphe de connaissances,Adresses,Humanités numériques","knowledge,geocoding,digital humanities"
87,Entity Linking for real-time geolocation of natural disasters from social network posts,hal-04725260,"[{""fullName"":""Gaëtan Caillaut"",""idHal"":""""},{""fullName"":""Samuel Auclair"",""idHal"":""samuel-auclair""},{""fullName"":""Cécile Gracianne"",""idHal"":""cecile-gracianne""},{""fullName"":""Nathalie Abadie"",""idHal"":""nathalie-abadie""},{""fullName"":""Guillaume Touya"",""idHal"":""guillaume-touya""}]",ART,2024,https://hal.science/hal-04725260/document,https://hal.science/hal-04725260/file/journal.pone.0307254.pdf,"<i>PLoS ONE</i>, 2024, 19, <a target=""_blank"" href=""https://dx.doi.org/10.1371/journal.pone.0307254"">&#x27E8;10.1371/journal.pone.0307254&#x27E9;</a>",QGFydGljbGV7Y2FpbGxhdXQ6aGFsLTA0NzI1MjYwLAogIFRJVExFID0ge3tFbnRpdHkgTGlua2luZyBmb3IgcmVhbC10aW1lIGdlb2xvY2F0aW9uIG9mIG5hdHVyYWwgZGlzYXN0ZXJzIGZyb20gc29jaWFsIG5ldHdvcmsgcG9zdHN9fSwKICBBVVRIT1IgPSB7Q2FpbGxhdXQsIEdhe1wiZX10YW4gYW5kIEF1Y2xhaXIsIFNhbXVlbCBhbmQgR3JhY2lhbm5lLCBDe1wnZX1jaWxlIGFuZCBBYmFkaWUsIE5hdGhhbGllIGFuZCBUb3V5YSwgR3VpbGxhdW1lfSwKICBVUkwgPSB7aHR0cHM6Ly9oYWwuc2NpZW5jZS9oYWwtMDQ3MjUyNjB9LAogIEpPVVJOQUwgPSB7e1BMb1MgT05FfX0sCiAgUFVCTElTSEVSID0ge3tQdWJsaWMgTGlicmFyeSBvZiBTY2llbmNlfX0sCiAgVk9MVU1FID0gezE5fSwKICBZRUFSID0gezIwMjR9LAogIE1PTlRIID0gT2N0LAogIERPSSA9IHsxMC4xMzcxL2pvdXJuYWwucG9uZS4wMzA3MjU0fSwKICBLRVlXT1JEUyA9IHtUd2l0dGVyIDsgTmF0dXJhbCBkaXNhc3RlciA7IExhcmdlIGxhbmd1YWdlIG1vZGVsIDsgTmFtZWQgZW50aXR5IGxpbmtpbmcgOyBOYW1lZCBlbnRpdHkgcmVjb2duaXRpb259LAogIFBERiA9IHtodHRwczovL2hhbC5zY2llbmNlL2hhbC0wNDcyNTI2MHYxL2ZpbGUvam91cm5hbC5wb25lLjAzMDcyNTQucGRmfSwKICBIQUxfSUQgPSB7aGFsLTA0NzI1MjYwfSwKICBIQUxfVkVSU0lPTiA9IHt2MX0sCn0K,,0,,1,10.5281/zenodo.7767294,2,10.1371/journal.pone.0307254,,,"[""Réseaux Sociaux en situation de Catastrophe naturelle : Interprétation Opérationnelle""]",,2024-10-07,"STRUDEL,MEIG","1,128","Twitter,Natural disaster,Large language model,Named entity linking,Named entity recognition","environment,large language model,named entity linking,ner/nel"
88,Exploring the Presence and Persistence of Cartographic Anchors in Pan-Scalar Maps,hal-04927406,"[{""fullName"":""Maïeul Gruget"",""idHal"":""maieul-gruget""},{""fullName"":""Guillaume Touya"",""idHal"":""guillaume-touya""},{""fullName"":""Ian Muehlenhaus"",""idHal"":""""}]",ART,2024,https://hal.science/hal-04927406/document,https://hal.science/hal-04927406/file/SCC_AnchorWhat_postprint.pdf,"<i>Spatial Cognition and Computation</i>, 2024, <a target=""_blank"" href=""https://dx.doi.org/10.1080/13875868.2024.2383419"">&#x27E8;10.1080/13875868.2024.2383419&#x27E9;</a>",QGFydGljbGV7Z3J1Z2V0OmhhbC0wNDkyNzQwNiwKICBUSVRMRSA9IHt7RXhwbG9yaW5nIHRoZSBQcmVzZW5jZSBhbmQgUGVyc2lzdGVuY2Ugb2YgQ2FydG9ncmFwaGljIEFuY2hvcnMgaW4gUGFuLVNjYWxhciBNYXBzfX0sCiAgQVVUSE9SID0ge0dydWdldCwgTWF7XCJpfWV1bCBhbmQgVG91eWEsIEd1aWxsYXVtZSBhbmQgTXVlaGxlbmhhdXMsIElhbn0sCiAgVVJMID0ge2h0dHBzOi8vaGFsLnNjaWVuY2UvaGFsLTA0OTI3NDA2fSwKICBKT1VSTkFMID0ge3tTcGF0aWFsIENvZ25pdGlvbiBhbmQgQ29tcHV0YXRpb259fSwKICBQVUJMSVNIRVIgPSB7e1RheWxvciBcJiBGcmFuY2lzfX0sCiAgWUVBUiA9IHsyMDI0fSwKICBNT05USCA9IEF1ZywKICBET0kgPSB7MTAuMTA4MC8xMzg3NTg2OC4yMDI0LjIzODM0MTl9LAogIFBERiA9IHtodHRwczovL2hhbC5zY2llbmNlL2hhbC0wNDkyNzQwNnYxL2ZpbGUvU0NDX0FuY2hvcldoYXRfcG9zdHByaW50LnBkZn0sCiAgSEFMX0lEID0ge2hhbC0wNDkyNzQwNn0sCiAgSEFMX1ZFUlNJT04gPSB7djF9LAp9Cg==,,0,,1,10.5281/zenodo.10213612,2,10.1080/13875868.2024.2383419,,,,"[""LostInZoom""]",2024-08-05,"GEOVIS,MEIG","60,128",,
89,Robust Low-Rank Correlation Fitting,hal-04642652,"[{""fullName"":""Thu Ha Phi"",""idHal"":""""},{""fullName"":""Alexandre Hippert-Ferrer"",""idHal"":""alexandre-hippert-ferrer""},{""fullName"":""Florent Bouchard"",""idHal"":""florent-bouchard""},{""fullName"":""Arnaud Breloy"",""idHal"":""arnaud-breloy""}]",COMM,2024,https://hal.science/hal-04642652/document,https://hal.science/hal-04642652/file/ICASSP_2024.pdf,"<i>2024 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP 2024)</i>, Apr 2024, Séoul, South Korea. pp.9416-9420, <a target=""_blank"" href=""https://dx.doi.org/10.1109/ICASSP48485.2024.10446634"">&#x27E8;10.1109/ICASSP48485.2024.10446634&#x27E9;</a>",QGlucHJvY2VlZGluZ3N7cGhpOmhhbC0wNDY0MjY1MiwKICBUSVRMRSA9IHt7Um9idXN0IExvdy1SYW5rIENvcnJlbGF0aW9uIEZpdHRpbmd9fSwKICBBVVRIT1IgPSB7UGhpLCBUaHUgSGEgYW5kIEhpcHBlcnQtRmVycmVyLCBBbGV4YW5kcmUgYW5kIEJvdWNoYXJkLCBGbG9yZW50IGFuZCBCcmVsb3ksIEFybmF1ZH0sCiAgVVJMID0ge2h0dHBzOi8vaGFsLnNjaWVuY2UvaGFsLTA0NjQyNjUyfSwKICBCT09LVElUTEUgPSB7e0lDQVNTUCAyMDI0IC0gMjAyNCBJRUVFIEludGVybmF0aW9uYWwgQ29uZmVyZW5jZSBvbiBBY291c3RpY3MsIFNwZWVjaCBhbmQgU2lnbmFsIFByb2Nlc3NpbmcgKElDQVNTUCl9fSwKICBBRERSRVNTID0ge1N7XCdlfW91bCwgU291dGggS29yZWF9LAogIFBVQkxJU0hFUiA9IHt7SUVFRX19LAogIFNFUklFUyA9IHtJQ0FTU1AgMjAyNCAtIDIwMjQgSUVFRSBJbnRlcm5hdGlvbmFsIENvbmZlcmVuY2Ugb24gQWNvdXN0aWNzLCBTcGVlY2ggYW5kIFNpZ25hbCBQcm9jZXNzaW5nIChJQ0FTU1ApfSwKICBQQUdFUyA9IHs5NDE2LTk0MjB9LAogIFlFQVIgPSB7MjAyNH0sCiAgTU9OVEggPSBBcHIsCiAgRE9JID0gezEwLjExMDkvSUNBU1NQNDg0ODUuMjAyNC4xMDQ0NjYzNH0sCiAgS0VZV09SRFMgPSB7Q29ycmVsYXRpb24gbWF0cml4IDsgbG93LXJhbmsgZmFjdG9yaXphdGlvbiA7IG1ham9yaXphdGlvbi1taW5pbWl6YXRpb24gOyByb2J1c3QgZXN0aW1hdGlvbn0sCiAgUERGID0ge2h0dHBzOi8vaGFsLnNjaWVuY2UvaGFsLTA0NjQyNjUydjEvZmlsZS9JQ0FTU1BfMjAyNC5wZGZ9LAogIEhBTF9JRCA9IHtoYWwtMDQ2NDI2NTJ9LAogIEhBTF9WRVJTSU9OID0ge3YxfSwKfQo=,1,0,0,1,,2,10.1109/ICASSP48485.2024.10446634,,,"[""Exploitation de structures spectrales pour l'apprentissage de graphe et ses appliciatons""]",,2024-04-14,STRUDEL,66,"Correlation matrix,Low-rank factorization,Majorization-minimization,Robust estimation","correlation matrix,low-rank factorization,majorization-minimization,robust estimation"
90,"Projet ICI — Utilisation d’un jumeau numérique pour des simulations épidémiologiques,ICI Project - use of a digital twin for epidemiological simulations",hal-04654383,"[{""fullName"":""Maxime Colomb"",""idHal"":""maxime-colomb""},{""fullName"":""Quentin Cormier"",""idHal"":""quentin-cormier""},{""fullName"":""Carl Graham"",""idHal"":""""},{""fullName"":""Julien Perret"",""idHal"":""julienperret""},{""fullName"":""Denis Talay"",""idHal"":""denis-talay""}]",COMM,2024,https://hal.science/hal-04654383/document,https://hal.science/hal-04654383/file/20240328presentationJR%20%281%29.pdf,"<i>Journée de la recherche de l’IGN 2024</i>, Institut national de l'information géographique et forestière, Mar 2024, Champs sur Marne, France",QGlucHJvY2VlZGluZ3N7Y29sb21iOmhhbC0wNDY1NDM4MywKICBUSVRMRSA9IHt7UHJvamV0IElDSSAtIFV0aWxpc2F0aW9uIGQndW4ganVtZWF1IG51bXtcJ2V9cmlxdWUgcG91ciBkZXMgc2ltdWxhdGlvbnMge1wnZX1waWR7XCdlfW1pb2xvZ2lxdWVzfX0sCiAgQVVUSE9SID0ge0NvbG9tYiwgTWF4aW1lIGFuZCBDb3JtaWVyLCBRdWVudGluIGFuZCBHcmFoYW0sIENhcmwgYW5kIFBlcnJldCwgSnVsaWVuIGFuZCBUYWxheSwgRGVuaXN9LAogIFVSTCA9IHtodHRwczovL2hhbC5zY2llbmNlL2hhbC0wNDY1NDM4M30sCiAgQk9PS1RJVExFID0ge3tKb3VybntcJ2V9ZSBkZSBsYSByZWNoZXJjaGUgZGUgbCdJR04gMjAyNH19LAogIEFERFJFU1MgPSB7Q2hhbXBzIHN1ciBNYXJuZSwgRnJhbmNlfSwKICBPUkdBTklaQVRJT04gPSB7e0luc3RpdHV0IG5hdGlvbmFsIGRlIGwnaW5mb3JtYXRpb24gZ3tcJ2V9b2dyYXBoaXF1ZSBldCBmb3Jlc3Rpe1xgZX1yZX19LAogIFlFQVIgPSB7MjAyNH0sCiAgTU9OVEggPSBNYXIsCiAgS0VZV09SRFMgPSB7RXBpZGVtaW9sb2dpY2FsIHNpbXVsYXRpb24gOyBEaWdpdGFsIHR3aW4gOyBNb2RlbCBleHBsb3JhdGlvbiA7IFVyYmFuIG1vZGVsfSwKICBQREYgPSB7aHR0cHM6Ly9oYWwuc2NpZW5jZS9oYWwtMDQ2NTQzODN2MS9maWxlLzIwMjQwMzI4cHJlc2VudGF0aW9uSlIlMjAlMjgxJTI5LnBkZn0sCiAgSEFMX0lEID0ge2hhbC0wNDY1NDM4M30sCiAgSEFMX1ZFUlNJT04gPSB7djF9LAp9Cg==,0,0,0,1,,2,,,,,,2024-03-28,STRUDEL,"32,103","Epidemiological simulation,Digital twin,Model exploration,Urban model","simulation,digital twin,model exploration,city model"
91,ICI Project: Individual-based epidemic propagation simulator based on a Digital Twin,hal-04794960,"[{""fullName"":""Maxime Colomb"",""idHal"":""maxime-colomb""},{""fullName"":""Quentin Cormier"",""idHal"":""quentin-cormier""},{""fullName"":""Josselin Garnier"",""idHal"":""""},{""fullName"":""Carl Graham"",""idHal"":""""},{""fullName"":""Julien Perret"",""idHal"":""julienperret""},{""fullName"":""Denis Talay"",""idHal"":""denis-talay""}]",COMM,2024,https://hal.science/hal-04794960/document,https://hal.science/hal-04794960/file/20241120GIStar-MColomb.pdf,"<i>Health GIS: Spatial Thinking in Applied research 2024</i>, O’Brien Institute for Public Health (OIPH); University of Calgari, Nov 2024, Calgari, Canada",QGlucHJvY2VlZGluZ3N7Y29sb21iOmhhbC0wNDc5NDk2MCwKICBUSVRMRSA9IHt7SUNJIFByb2plY3Q6IEluZGl2aWR1YWwtYmFzZWQgZXBpZGVtaWMgcHJvcGFnYXRpb24gc2ltdWxhdG9yIGJhc2VkIG9uIGEgRGlnaXRhbCBUd2lufX0sCiAgQVVUSE9SID0ge0NvbG9tYiwgTWF4aW1lIGFuZCBDb3JtaWVyLCBRdWVudGluIGFuZCBHYXJuaWVyLCBKb3NzZWxpbiBhbmQgR3JhaGFtLCBDYXJsIGFuZCBQZXJyZXQsIEp1bGllbiBhbmQgVGFsYXksIERlbmlzfSwKICBVUkwgPSB7aHR0cHM6Ly9oYWwuc2NpZW5jZS9oYWwtMDQ3OTQ5NjB9LAogIEJPT0tUSVRMRSA9IHt7SGVhbHRoIEdJUzogU3BhdGlhbCBUaGlua2luZyBpbiBBcHBsaWVkIHJlc2VhcmNoIDIwMjR9fSwKICBBRERSRVNTID0ge0NhbGdhcmksIENhbmFkYX0sCiAgT1JHQU5JWkFUSU9OID0ge3tPJ0JyaWVuIEluc3RpdHV0ZSBmb3IgUHVibGljIEhlYWx0aCAoT0lQSCkgYW5kIFVuaXZlcnNpdHkgb2YgQ2FsZ2FyaX19LAogIFlFQVIgPSB7MjAyNH0sCiAgTU9OVEggPSBOb3YsCiAgS0VZV09SRFMgPSB7U2ltdWxhdGlvbiA7IEVwaWRlbWlvbG9neSBtb2RlbGluZyB0b29sfSwKICBQREYgPSB7aHR0cHM6Ly9oYWwuc2NpZW5jZS9oYWwtMDQ3OTQ5NjB2MS9maWxlLzIwMjQxMTIwR0lTdGFyLU1Db2xvbWIucGRmfSwKICBIQUxfSUQgPSB7aGFsLTA0Nzk0OTYwfSwKICBIQUxfVkVSU0lPTiA9IHt2MX0sCn0K,1,0,0,1,,2,,,,,,2024-11-20,STRUDEL,"32,103","Simulation,Epidemiology modeling tool","simulation,epidemiology modeling tool"
92,ANALYSE SÉMANTIQUE COMPUTATIONNELLE ET SPATIALISÉE DU CORPUS DES CAHIERS CITOYENS,hal-04616303,"[{""fullName"":""Sami Guembour"",""idHal"":""sami-guembour""}]",POSTER,2024,https://hal.science/hal-04616303/document,https://hal.science/hal-04616303/file/Poster_Sami_GUEMBOUR_MaDICS_2024.pdf,"<i>Symposium MaDICS</i>, May 2024, Blois, France. 2024",QG1pc2N7Z3VlbWJvdXI6aGFsLTA0NjE2MzAzLAogIFRJVExFID0ge3tBTkFMWVNFIFN7XCdFfU1BTlRJUVVFIENPTVBVVEFUSU9OTkVMTEUgRVQgU1BBVElBTElTe1wnRX1FIERVIENPUlBVUyBERVMgQ0FISUVSUyBDSVRPWUVOU319LAogIEFVVEhPUiA9IHtHdWVtYm91ciwgU2FtaX0sCiAgVVJMID0ge2h0dHBzOi8vaGFsLnNjaWVuY2UvaGFsLTA0NjE2MzAzfSwKICBOT1RFID0ge1Bvc3Rlcn0sCiAgSE9XUFVCTElTSEVEID0ge3tTeW1wb3NpdW0gTWFESUNTfX0sCiAgT1JHQU5JWkFUSU9OID0ge3tHRFIgTWFESUNTfX0sCiAgWUVBUiA9IHsyMDI0fSwKICBNT05USCA9IE1heSwKICBLRVlXT1JEUyA9IHtDYWhpZXJzIGNpdG95ZW5zIDsgQW5hbHlzZSBze1wnZX1tYW50aXF1ZSA7IFRyYWl0ZW1lbnQgYXV0b21hdGlxdWUgZGVzIGxhbmd1ZXMgOyBTZWdtZW50YXRpb259LAogIFBERiA9IHtodHRwczovL2hhbC5zY2llbmNlL2hhbC0wNDYxNjMwM3YxL2ZpbGUvUG9zdGVyX1NhbWlfR1VFTUJPVVJfTWFESUNTXzIwMjQucGRmfSwKICBIQUxfSUQgPSB7aGFsLTA0NjE2MzAzfSwKICBIQUxfVkVSU0lPTiA9IHt2MX0sCn0K,0,0,0,1,,2,,,,,,2024-05-29,MEIG,62,"Cahiers citoyens,Analyse sémantique,Traitement automatique des langues,Segmentation","cahiers citoyens,analyse sémantique,language,segmentation"
93,Désambiguïsation des mots polysémiques de la ville dans des romans de science-fiction,hal-04649963,"[{""fullName"":""Sami Guembour"",""idHal"":""""},{""fullName"":""Catherine Dominguès"",""idHal"":""catherine-domingues""}]",COMM,2024,https://hal.science/hal-04649963/document,https://hal.science/hal-04649963/file/JADT_Version_Finale_D%C3%A9sambigu%C3%AFsation_des_mots_polys%C3%A9miques_de_la_ville_dans_les_romans_SF.pdf,"<i>JADT 2024 : 17th International Conference on Statistical Analysis of Textual Data</i>, Jun 2024, Bruxelles (BEL), Belgique",QGlucHJvY2VlZGluZ3N7Z3VlbWJvdXI6aGFsLTA0NjQ5OTYzLAogIFRJVExFID0ge3tEe1wnZX1zYW1iaWd1e1wiaX1zYXRpb24gZGVzIG1vdHMgcG9seXN7XCdlfW1pcXVlcyBkZSBsYSB2aWxsZSBkYW5zIGRlcyByb21hbnMgZGUgc2NpZW5jZS1maWN0aW9ufX0sCiAgQVVUSE9SID0ge0d1ZW1ib3VyLCBTYW1pIGFuZCBEb21pbmd1e1xgZX1zLCBDYXRoZXJpbmV9LAogIFVSTCA9IHtodHRwczovL2hhbC5zY2llbmNlL2hhbC0wNDY0OTk2M30sCiAgQk9PS1RJVExFID0ge3tKQURUIDIwMjQgOiAxN3RoIEludGVybmF0aW9uYWwgQ29uZmVyZW5jZSBvbiBTdGF0aXN0aWNhbCBBbmFseXNpcyBvZiBUZXh0dWFsIERhdGF9fSwKICBBRERSRVNTID0ge0JydXhlbGxlcyAoQkVMKSwgQmVsZ2l1bX0sCiAgWUVBUiA9IHsyMDI0fSwKICBNT05USCA9IEp1biwKICBLRVlXT1JEUyA9IHtOTFAgLSBkaXNhbWJpZ3VhdGlvbiAtIHBvbHlzZW15IC0gQ2FtZW1CRVJUIC0gZW1iZWRkaW5nIHZlY3RvciAtIEZpbmUgVHVuaW5nIC0gY2xhc3NpZmljYXRpb24gLSBjaXR5IC0gc2NpZW5jZSBmaWN0aW9uIC0gY29ycHVzIDsgVEFMIC0gZHtcJ2V9c2FtYmlndXtcIml9c2F0aW9uIC0gcG9seXN7XCdlfW1pZSAtIENhbWVtQkVSVCAtIHZlY3RldXIgZGUgcGxvbmdlbWVudCAtIGFmZmluZW1lbnQgLSBjbGFzc2lmaWNhdGlvbiAtIHZpbGxlIC0gc2NpZW5jZSBmaWN0aW9uIC0gY29ycHVzfSwKICBQREYgPSB7aHR0cHM6Ly9oYWwuc2NpZW5jZS9oYWwtMDQ2NDk5NjN2MS9maWxlL0pBRFRfVmVyc2lvbl9GaW5hbGVfRCVDMyVBOXNhbWJpZ3UlQzMlQUZzYXRpb25fZGVzX21vdHNfcG9seXMlQzMlQTltaXF1ZXNfZGVfbGFfdmlsbGVfZGFuc19sZXNfcm9tYW5zX1NGLnBkZn0sCiAgSEFMX0lEID0ge2hhbC0wNDY0OTk2M30sCiAgSEFMX1ZFUlNJT04gPSB7djF9LAp9Cg==,0,0,0,1,,2,,,,,,2024-06,MEIG,"62,42","NLP - disambiguation - polysemy - CamemBERT - embedding vector - Fine Tuning - classification - city - science fiction - corpus,TAL - désambiguïsation - polysémie - CamemBERT - vecteur de plongement - affinement - classification - ville - science fiction - corpus","nlp - disambiguation - polysemy - camembert - embedding vector - fine tuning - classification - city - science fiction - corpus,tal - désambiguïsation - polysémie - camembert - vecteur de plongement - affinement - classification - ville - science fiction - corpus"
94,Automated Map Generalization: Emerging Techniques and New Trends (Editorial),hal-04529030,"[{""fullName"":""Xiang Zhang"",""idHal"":""""},{""fullName"":""Guillaume Touya"",""idHal"":""guillaume-touya""},{""fullName"":""Martijn Meijers"",""idHal"":""""}]",ART,2024,https://hal.science/hal-04529030/document,https://hal.science/hal-04529030/file/editorial_JGSA_postprint.pdf,"<i>Journal of Geovisualization and Spatial Analysis</i>, 2024, 8, pp.11. <a target=""_blank"" href=""https://dx.doi.org/10.1007/S41651-024-00174-4"">&#x27E8;10.1007/S41651-024-00174-4&#x27E9;</a>",QGFydGljbGV7emhhbmc6aGFsLTA0NTI5MDMwLAogIFRJVExFID0ge3tBdXRvbWF0ZWQgTWFwIEdlbmVyYWxpemF0aW9uOiBFbWVyZ2luZyBUZWNobmlxdWVzIGFuZCBOZXcgVHJlbmRzIChFZGl0b3JpYWwpfX0sCiAgQVVUSE9SID0ge1poYW5nLCBYaWFuZyBhbmQgVG91eWEsIEd1aWxsYXVtZSBhbmQgTWVpamVycywgTWFydGlqbn0sCiAgVVJMID0ge2h0dHBzOi8vaGFsLnNjaWVuY2UvaGFsLTA0NTI5MDMwfSwKICBKT1VSTkFMID0ge3tKb3VybmFsIG9mIEdlb3Zpc3VhbGl6YXRpb24gYW5kIFNwYXRpYWwgQW5hbHlzaXN9fSwKICBWT0xVTUUgPSB7OH0sCiAgUEFHRVMgPSB7MTF9LAogIFlFQVIgPSB7MjAyNH0sCiAgTU9OVEggPSBBcHIsCiAgRE9JID0gezEwLjEwMDcvUzQxNjUxLTAyNC0wMDE3NC00fSwKICBLRVlXT1JEUyA9IHttYXAgZ2VuZXJhbGl6YXRpb24gOyBWaXN1YWxpemF0aW9uIDsgRGVlcCBsZWFybmluZ30sCiAgUERGID0ge2h0dHBzOi8vaGFsLnNjaWVuY2UvaGFsLTA0NTI5MDMwdjEvZmlsZS9lZGl0b3JpYWxfSkdTQV9wb3N0cHJpbnQucGRmfSwKICBIQUxfSUQgPSB7aGFsLTA0NTI5MDMwfSwKICBIQUxfVkVSU0lPTiA9IHt2MX0sCn0K,,0,,1,,2,10.1007/S41651-024-00174-4,,,,,2024-04-02,MEIG,128,"Map generalization,Visualization,Deep learning","generalization,visualisation,deep learning"
